,loss,conv,fa,cl,asp,ad,dataset,acc lp,best_values
42,APP,SAGE,0.5,0.5,2,40,0.50.50.5240,0.529527895335682,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0087319085989386, 'num_negative_samples': 11, 'alpha': 0.7}"
43,APP,SAGE,0.5,0.5,3,5,0.50.50.535,0.5681372059216951,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0053263317561791, 'num_negative_samples': 1, 'alpha': 0.8}"
44,APP,SAGE,0.5,0.5,3,20,0.50.50.5320,0.3951551818055819,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0067815940542847, 'num_negative_samples': 11, 'alpha': 0.7}"
45,APP,SAGE,0.5,0.5,4,5,0.50.50.545,0.4258321541729385,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0069496898100432, 'num_negative_samples': 16, 'alpha': 0.7}"
46,APP,SAGE,0.9,0.01,2,5,0.50.90.0125,0.4376776389715117,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.007541764407355, 'num_negative_samples': 11, 'alpha': 0.9}"
47,APP,SAGE,0.9,0.01,2,20,0.50.90.01220,0.3075573979591837,"{'hidden_layer': 64, 'out_layer': 64, 'dropout': 0.3, 'size of network, number of convs': 3, 'lr': 0.0057466180018067, 'num_negative_samples': 21, 'alpha': 0.9}"
48,APP,SAGE,0.9,0.01,2,40,0.50.90.01240,0.3588795026792013,"{'hidden_layer': 32, 'out_layer': 64, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0067612753426932, 'num_negative_samples': 1, 'alpha': 0.9}"
49,APP,SAGE,0.9,0.01,3,2,0.50.90.0132,0.4431043934528936,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0095492160778814, 'num_negative_samples': 1, 'alpha': 0.9}"
50,APP,SAGE,0.9,0.01,3,5,0.50.90.0135,0.327449070692314,"{'hidden_layer': 32, 'out_layer': 128, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0072533724675496, 'num_negative_samples': 1, 'alpha': 0.9}"
51,APP,SAGE,0.9,0.01,3,20,0.50.90.01320,0.3566341283549069,"{'hidden_layer': 32, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0064946030852558, 'num_negative_samples': 21, 'alpha': 0.9}"
52,APP,SAGE,0.9,0.01,4,2,0.50.90.0142,0.4205135802469136,"{'hidden_layer': 64, 'out_layer': 128, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0090791206502546, 'num_negative_samples': 11, 'alpha': 0.9}"
53,APP,SAGE,0.9,0.01,4,5,0.50.90.0145,0.4075454400510204,"{'hidden_layer': 32, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0092951031996292, 'num_negative_samples': 21, 'alpha': 0.8}"
54,APP,SAGE,0.9,0.01,7,2,0.50.90.0172,0.3565667895102281,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0079625114776157, 'num_negative_samples': 21, 'alpha': 0.9}"
55,APP,SAGE,0.9,0.2,2,5,0.50.90.225,0.3964876937008434,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.009572610256465, 'num_negative_samples': 16, 'alpha': 0.8}"
56,APP,SAGE,0.9,0.2,2,20,0.50.90.2220,0.5740655676747646,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0067360460566134, 'num_negative_samples': 16, 'alpha': 0.7}"
57,APP,SAGE,0.9,0.2,2,40,0.50.90.2240,0.5389645998240985,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0084622254564187, 'num_negative_samples': 1, 'alpha': 0.6}"
58,APP,SAGE,0.9,0.2,3,2,0.50.90.232,0.364536,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.3, 'size of network, number of convs': 3, 'lr': 0.0087743388044721, 'num_negative_samples': 16, 'alpha': 0.9}"
59,APP,SAGE,0.9,0.2,3,5,0.50.90.235,0.396235364894257,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0065129767692864, 'num_negative_samples': 21, 'alpha': 0.8}"
60,APP,SAGE,0.9,0.2,3,20,0.50.90.2320,0.5904960396039605,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.5, 'size of network, number of convs': 2, 'lr': 0.0081461077305789, 'num_negative_samples': 11, 'alpha': 0.1}"
61,APP,SAGE,0.9,0.2,4,2,0.50.90.242,0.493034,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0062204847518425, 'num_negative_samples': 1, 'alpha': 0.8}"
62,APP,SAGE,0.9,0.2,4,5,0.50.90.245,0.4555817457168714,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0055536137604744, 'num_negative_samples': 16, 'alpha': 0.9}"
63,APP,SAGE,0.9,0.5,2,5,0.50.90.525,0.5289944528427166,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0076721912214395, 'num_negative_samples': 21, 'alpha': 0.8}"
64,APP,SAGE,0.9,0.5,2,20,0.50.90.5220,0.5197953901543599,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0090389015659072, 'num_negative_samples': 6, 'alpha': 0.9}"
65,APP,SAGE,0.9,0.5,2,40,0.50.90.5240,0.4624607976173976,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0082437763726652, 'num_negative_samples': 21, 'alpha': 0.8}"
66,APP,SAGE,0.9,0.5,3,5,0.50.90.535,0.547872837623973,"{'hidden_layer': 64, 'out_layer': 128, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0076185067061896, 'num_negative_samples': 16, 'alpha': 0.8}"
67,APP,SAGE,0.9,0.5,3,20,0.50.90.5320,0.5631331607837575,"{'hidden_layer': 64, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0083254087140898, 'num_negative_samples': 1, 'alpha': 0.9}"
68,APP,SAGE,0.9,0.5,4,5,0.50.90.545,0.541468304490909,"{'hidden_layer': 64, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0069732022773491, 'num_negative_samples': 21, 'alpha': 0.8}"
69,APP,GCN,0.1,0.01,2,5,0.50.10.0125,0.4360031370025539,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.4, 'size of network, number of convs': 3, 'lr': 0.0083071028102875, 'num_negative_samples': 21, 'alpha': 0.9}"
70,APP,GCN,0.1,0.01,2,20,0.50.10.01220,0.5022211720226843,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0098766338601448, 'num_negative_samples': 1, 'alpha': 0.9}"
71,APP,GCN,0.1,0.01,2,40,0.50.10.01240,0.4161030176899064,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.4, 'size of network, number of convs': 3, 'lr': 0.0053556846323547, 'num_negative_samples': 16, 'alpha': 0.9}"
72,APP,GCN,0.1,0.01,3,2,0.50.10.0132,0.3425993129143079,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.4, 'size of network, number of convs': 3, 'lr': 0.0093874405623224, 'num_negative_samples': 16, 'alpha': 0.9}"
73,APP,GCN,0.1,0.01,3,5,0.50.10.0135,0.338257120092487,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0071969475377077, 'num_negative_samples': 16, 'alpha': 0.9}"
74,APP,GCN,0.1,0.01,3,20,0.50.10.01320,0.4104640709281418,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0094554050882169, 'num_negative_samples': 11, 'alpha': 0.9}"
75,APP,GCN,0.1,0.01,4,2,0.50.10.0142,0.365323945829486,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.3, 'size of network, number of convs': 3, 'lr': 0.0078971367752319, 'num_negative_samples': 21, 'alpha': 0.9}"
76,APP,GCN,0.1,0.01,4,5,0.50.10.0145,0.4060159077518727,"{'hidden_layer': 32, 'out_layer': 32, 'dropout': 0.3, 'size of network, number of convs': 2, 'lr': 0.009746182758758, 'num_negative_samples': 1, 'alpha': 0.8}"
77,APP,GCN,0.1,0.01,7,2,0.50.10.0172,0.3726175513506998,"{'hidden_layer': 64, 'out_layer': 128, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0086702146759171, 'num_negative_samples': 16, 'alpha': 0.9}"
78,APP,GCN,0.1,0.2,2,5,0.50.10.225,0.3600189249412411,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0053742139462093, 'num_negative_samples': 16, 'alpha': 0.8}"
79,APP,GCN,0.1,0.2,2,20,0.50.10.2220,0.4827274476271911,"{'hidden_layer': 64, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.007703549812648, 'num_negative_samples': 11, 'alpha': 0.6}"
80,APP,GCN,0.1,0.2,2,40,0.50.10.2240,0.4236847457627118,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.2, 'size of network, number of convs': 3, 'lr': 0.0060462529758346, 'num_negative_samples': 6, 'alpha': 0.8}"
81,APP,GCN,0.1,0.2,3,2,0.50.10.232,0.3494407086381468,"{'hidden_layer': 256, 'out_layer': 32, 'dropout': 0.4, 'size of network, number of convs': 3, 'lr': 0.0094335411972921, 'num_negative_samples': 6, 'alpha': 0.7}"
82,APP,GCN,0.1,0.2,3,5,0.50.10.235,0.4331737832874196,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.007196842232501, 'num_negative_samples': 16, 'alpha': 0.8}"
83,APP,GCN,0.1,0.2,3,20,0.50.10.2320,0.3856063662140239,"{'hidden_layer': 128, 'out_layer': 64, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0090000452974869, 'num_negative_samples': 11, 'alpha': 0.1}"
84,APP,GCN,0.1,0.2,4,2,0.50.10.242,0.4185520499923791,"{'hidden_layer': 128, 'out_layer': 32, 'dropout': 0.0, 'size of network, number of convs': 3, 'lr': 0.0068343921050787, 'num_negative_samples': 16, 'alpha': 0.8}"
85,APP,GCN,0.1,0.2,4,5,0.50.10.245,0.4424806138933764,"{'hidden_layer': 256, 'out_layer': 128, 'dropout': 0.1, 'size of network, number of convs': 3, 'lr': 0.0097472528098902, 'num_negative_samples': 6, 'alpha': 0.1}"
