,type of loss,loss,conv,fa,cl,asp,ad,acc lp
1483,factorization,HOPE_AA,SAGE,0.5,0.2,3,2,0.5730558182713639
1484,factorization,HOPE_AA,SAGE,0.5,0.2,3,5,0.6727413914436167
1485,factorization,HOPE_AA,SAGE,0.5,0.2,3,20,0.6473682435511804
1486,factorization,HOPE_AA,SAGE,0.5,0.2,4,2,0.5922121461459008
1487,factorization,HOPE_AA,SAGE,0.5,0.2,4,5,0.6235500505687424
1488,factorization,HOPE_AA,SAGE,0.5,0.5,2,5,0.6348094594986609
1489,factorization,HOPE_AA,SAGE,0.5,0.5,2,20,0.6470899180980438
1490,factorization,HOPE_AA,SAGE,0.5,0.5,2,40,0.57224036177393
1491,factorization,HOPE_AA,SAGE,0.5,0.5,3,5,0.5774603624830379
1492,factorization,HOPE_AA,SAGE,0.5,0.5,3,20,0.5443208519608443
1493,factorization,HOPE_AA,SAGE,0.5,0.5,4,5,0.6209173921592012
1494,factorization,HOPE_AA,SAGE,0.9,0.01,2,5,0.5538700508956309
1495,factorization,HOPE_AA,SAGE,0.9,0.01,2,20,0.721958705357143
1496,factorization,HOPE_AA,SAGE,0.9,0.01,2,40,0.5463854617570221
1497,factorization,HOPE_AA,SAGE,0.9,0.01,3,2,0.5981674367609053
1498,factorization,HOPE_AA,SAGE,0.9,0.01,3,5,0.5793563834104375
1499,factorization,HOPE_AA,SAGE,0.9,0.01,3,20,0.5667003046828
1500,factorization,HOPE_AA,SAGE,0.9,0.01,4,2,0.487437037037037
1501,factorization,HOPE_AA,SAGE,0.9,0.01,4,5,0.5404675542091837
1502,factorization,HOPE_AA,SAGE,0.9,0.01,7,2,0.5728960814684256
1503,factorization,HOPE_AA,SAGE,0.9,0.2,2,5,0.6079552584543274
1504,factorization,HOPE_AA,SAGE,0.9,0.2,2,20,0.6439102627664849
1505,factorization,HOPE_AA,SAGE,0.9,0.2,2,40,0.6648659850483729
1506,factorization,HOPE_AA,SAGE,0.9,0.2,3,2,0.5772619999999999
1507,factorization,HOPE_AA,SAGE,0.9,0.2,3,5,0.6163042597991577
1508,factorization,HOPE_AA,SAGE,0.9,0.2,3,20,0.6090641089108911
1509,factorization,HOPE_AA,SAGE,0.9,0.2,4,2,0.654944
1510,factorization,HOPE_AA,SAGE,0.9,0.2,4,5,0.6814161357324559
1511,factorization,HOPE_AA,SAGE,0.9,0.5,2,5,0.6813140413023088
1512,factorization,HOPE_AA,SAGE,0.9,0.5,2,20,0.6009447250434328
1513,factorization,HOPE_AA,SAGE,0.9,0.5,2,40,0.6261551205644498
1514,factorization,HOPE_AA,SAGE,0.9,0.5,3,5,0.5907190675876473
1515,factorization,HOPE_AA,SAGE,0.9,0.5,3,20,0.6452897511353783
1516,factorization,HOPE_AA,SAGE,0.9,0.5,4,5,0.5347607889147105
1517,factorization,HOPE_AA,GCN,0.1,0.01,2,5,0.6095236180096121
1518,factorization,HOPE_AA,GCN,0.1,0.01,2,20,0.5959357277882797
1519,factorization,HOPE_AA,GCN,0.1,0.01,2,40,0.6589815296566076
1520,factorization,HOPE_AA,GCN,0.1,0.01,3,2,0.7218593248495991
1521,factorization,HOPE_AA,GCN,0.1,0.01,3,5,0.6521582902404349
1522,factorization,HOPE_AA,GCN,0.1,0.01,3,20,0.5763686527373055
1523,factorization,HOPE_AA,GCN,0.1,0.01,4,2,0.615410510926439
1524,factorization,HOPE_AA,GCN,0.1,0.01,4,5,0.6488721488090228
1525,factorization,HOPE_AA,GCN,0.1,0.01,7,2,0.6843976515555861
1526,factorization,HOPE_AA,GCN,0.1,0.2,2,5,0.642465736699124
1527,factorization,HOPE_AA,GCN,0.1,0.2,2,20,0.663765070542967
1528,factorization,HOPE_AA,GCN,0.1,0.2,2,40,0.7171223728813559
1529,factorization,HOPE_AA,GCN,0.1,0.2,3,2,0.6871045184588416
1530,factorization,HOPE_AA,GCN,0.1,0.2,3,5,0.6725952708907255
1531,factorization,HOPE_AA,GCN,0.1,0.2,3,20,0.7207424347518204
1532,factorization,HOPE_AA,GCN,0.1,0.2,4,2,0.760082304526749
1533,factorization,HOPE_AA,GCN,0.1,0.2,4,5,0.7004620355411955
1534,factorization,HOPE_AA,GCN,0.1,0.5,2,5,0.7362951365526285
1535,factorization,HOPE_AA,GCN,0.1,0.5,2,20,0.7871796088309209
1536,factorization,HOPE_AA,GCN,0.1,0.5,2,40,0.7537121382031066
1537,factorization,HOPE_AA,GCN,0.1,0.5,3,5,0.8122192893167481
1538,factorization,HOPE_AA,GCN,0.1,0.5,3,20,0.7973570783660842
1539,factorization,HOPE_AA,GCN,0.1,0.5,4,5,0.7427495839594138
1540,factorization,HOPE_AA,GCN,0.5,0.01,2,5,0.6458695652173913
1541,factorization,HOPE_AA,GCN,0.5,0.01,2,20,0.693956549087918
1542,factorization,HOPE_AA,GCN,0.5,0.01,2,40,0.7280364560729122
1543,factorization,HOPE_AA,GCN,0.5,0.01,3,2,0.6606926901370599
1544,factorization,HOPE_AA,GCN,0.5,0.01,3,5,0.6489868612226405
1545,factorization,HOPE_AA,GCN,0.5,0.01,3,20,0.6942627824019025
1546,factorization,HOPE_AA,GCN,0.5,0.01,4,2,0.6519896509579213
1547,factorization,HOPE_AA,GCN,0.5,0.01,4,5,0.6923604041036886
1548,factorization,HOPE_AA,GCN,0.5,0.01,7,2,0.6985722721010159
1549,factorization,HOPE_AA,GCN,0.5,0.2,2,5,0.7436491802515499
1550,factorization,HOPE_AA,GCN,0.5,0.2,2,20,0.6606513015184382
1551,factorization,HOPE_AA,GCN,0.5,0.2,2,40,0.6540711624441132
1552,factorization,HOPE_AA,GCN,0.5,0.2,3,2,0.6599365414202344
1553,factorization,HOPE_AA,GCN,0.5,0.2,3,5,0.6993173012367848
1554,factorization,HOPE_AA,GCN,0.5,0.2,3,20,0.6553785434326862
1555,factorization,HOPE_AA,GCN,0.5,0.2,4,2,0.7149778540291662
1556,factorization,HOPE_AA,GCN,0.5,0.2,4,5,0.6908689083394723
1557,factorization,HOPE_AA,GCN,0.5,0.5,2,5,0.7389032680202031
1558,factorization,HOPE_AA,GCN,0.5,0.5,2,20,0.7467453561494154
1559,factorization,HOPE_AA,GCN,0.5,0.5,2,40,0.7450757294946962
1560,factorization,HOPE_AA,GCN,0.5,0.5,3,5,0.7569581207352805
1561,factorization,HOPE_AA,GCN,0.5,0.5,3,20,0.7444891039133084
1562,factorization,HOPE_AA,GCN,0.5,0.5,4,5,0.7176332558686731
1563,factorization,HOPE_AA,GCN,0.9,0.01,2,5,0.7276422764227642
1564,factorization,HOPE_AA,GCN,0.9,0.01,2,20,0.6658761160714286
1565,factorization,HOPE_AA,GCN,0.9,0.01,2,40,0.6029347266451822
1566,factorization,HOPE_AA,GCN,0.9,0.01,3,2,0.6374422429321013
1567,factorization,HOPE_AA,GCN,0.9,0.01,3,5,0.6504342180017857
1568,factorization,HOPE_AA,GCN,0.9,0.01,3,20,0.5888528789613615
1569,factorization,HOPE_AA,GCN,0.9,0.01,4,2,0.6534123456790124
1570,factorization,HOPE_AA,GCN,0.9,0.01,4,5,0.7088647959183674
1571,factorization,HOPE_AA,GCN,0.9,0.01,7,2,0.6751766988908474
1572,factorization,HOPE_AA,GCN,0.9,0.2,2,5,0.7136432546829055
1573,factorization,HOPE_AA,GCN,0.9,0.2,2,20,0.7104076598909271
1574,factorization,HOPE_AA,GCN,0.9,0.2,2,40,0.6896987686895338
1575,factorization,HOPE_AA,GCN,0.9,0.2,3,2,0.770508
1576,factorization,HOPE_AA,GCN,0.9,0.2,3,5,0.6771238257207645
1577,factorization,HOPE_AA,GCN,0.9,0.2,3,20,0.6663272277227723
1578,factorization,HOPE_AA,GCN,0.9,0.2,4,2,0.695326
1579,factorization,HOPE_AA,GCN,0.9,0.2,4,5,0.7065755456499697
1580,factorization,HOPE_AA,GCN,0.9,0.5,2,5,0.7923506602761008
1581,factorization,HOPE_AA,GCN,0.9,0.5,2,20,0.7568404732972548
1582,factorization,HOPE_AA,GCN,0.9,0.5,2,40,0.7392320362031788
1583,factorization,HOPE_AA,GCN,0.9,0.5,3,5,0.7159056112993112
1584,factorization,HOPE_AA,GCN,0.9,0.5,3,20,0.7564955890268785
1585,factorization,HOPE_AA,GCN,0.9,0.5,4,5,0.750714748476224
1586,factorization,HOPE_AA,GAT,0.1,0.01,2,5,0.687264976170846
1587,factorization,HOPE_AA,GAT,0.1,0.01,2,20,0.6873913043478261
1588,factorization,HOPE_AA,GAT,0.1,0.01,2,40,0.6818255723204995
1589,factorization,HOPE_AA,GAT,0.1,0.01,3,2,0.7011661102240287
1590,factorization,HOPE_AA,GAT,0.1,0.01,3,5,0.7819212923182678
1591,factorization,HOPE_AA,GAT,0.1,0.01,3,20,0.6535433070866141
1592,factorization,HOPE_AA,GAT,0.1,0.01,4,2,0.7201831332717759
1593,factorization,HOPE_AA,GAT,0.1,0.01,4,5,0.7349549701203603
1594,factorization,HOPE_AA,GAT,0.1,0.01,7,2,0.671097260722095
1595,factorization,HOPE_AA,GAT,0.1,0.2,2,5,0.6968755532492904
1596,factorization,HOPE_AA,GAT,0.1,0.2,2,20,0.7175433946130825
1597,factorization,HOPE_AA,GAT,0.1,0.2,2,40,0.746942033898305
1598,factorization,HOPE_AA,GAT,0.1,0.2,3,2,0.7139294519632887
1599,factorization,HOPE_AA,GAT,0.1,0.2,3,5,0.7331864095500459
1600,factorization,HOPE_AA,GAT,0.1,0.2,3,20,0.7324454608510922
1601,factorization,HOPE_AA,GAT,0.1,0.2,4,2,0.8016918152720622
1602,factorization,HOPE_AA,GAT,0.1,0.2,4,5,0.7399798061389338
1603,factorization,HOPE_AA,GAT,0.1,0.5,2,5,0.8111050727763114
1604,factorization,HOPE_AA,GAT,0.1,0.5,2,20,0.7915329606818142
1605,factorization,HOPE_AA,GAT,0.1,0.5,2,40,0.8101425334552502
1606,factorization,HOPE_AA,GAT,0.1,0.5,3,5,0.8031977295861153
1607,factorization,HOPE_AA,GAT,0.1,0.5,3,20,0.8006580347233005
1608,factorization,HOPE_AA,GAT,0.1,0.5,4,5,0.7902415956073074
1609,factorization,HOPE_AA,GAT,0.5,0.01,2,5,0.6868241965973534
1610,factorization,HOPE_AA,GAT,0.5,0.01,2,20,0.7142142868663409
1611,factorization,HOPE_AA,GAT,0.5,0.01,2,40,0.7588195176390353
1612,factorization,HOPE_AA,GAT,0.5,0.01,3,2,0.7396785138403654
1613,factorization,HOPE_AA,GAT,0.5,0.01,3,5,0.708822196878564
1614,factorization,HOPE_AA,GAT,0.5,0.01,3,20,0.6944485731272294
1615,factorization,HOPE_AA,GAT,0.5,0.01,4,2,0.745845304042793
1616,factorization,HOPE_AA,GAT,0.5,0.01,4,5,0.7198292740230244
1617,factorization,HOPE_AA,GAT,0.5,0.01,7,2,0.6464670169116868
1618,factorization,HOPE_AA,GAT,0.5,0.2,2,5,0.771147415057301
1619,factorization,HOPE_AA,GAT,0.5,0.2,2,20,0.6871676608821402
1620,factorization,HOPE_AA,GAT,0.5,0.2,2,40,0.6667088922006954
1621,factorization,HOPE_AA,GAT,0.5,0.2,3,2,0.7462898958773716
1622,factorization,HOPE_AA,GAT,0.5,0.2,3,5,0.7423567128000627
1623,factorization,HOPE_AA,GAT,0.5,0.2,3,20,0.6742434144562939
1624,factorization,HOPE_AA,GAT,0.5,0.2,4,2,0.731035871220742
1625,factorization,HOPE_AA,GAT,0.5,0.2,4,5,0.754150070546517
1626,factorization,HOPE_AA,GAT,0.5,0.5,2,5,0.7530612508017753
1627,factorization,HOPE_AA,GAT,0.5,0.5,2,20,0.812257251433526
1628,factorization,HOPE_AA,GAT,0.5,0.5,2,40,0.7078717417300298
1629,factorization,HOPE_AA,GAT,0.5,0.5,3,5,0.7437848308938948
1630,factorization,HOPE_AA,GAT,0.5,0.5,3,20,0.7416784582706148
1631,factorization,HOPE_AA,GAT,0.5,0.5,4,5,0.7791709239997551
1632,factorization,HOPE_AA,GAT,0.9,0.01,2,5,0.6683191222156124
1633,factorization,HOPE_AA,GAT,0.9,0.01,2,20,0.6449697066326532
1634,factorization,HOPE_AA,GAT,0.9,0.01,2,40,0.6683701683797029
1635,factorization,HOPE_AA,GAT,0.9,0.01,3,2,0.6484650325005874
1636,factorization,HOPE_AA,GAT,0.9,0.01,3,5,0.6295450856261667
1637,factorization,HOPE_AA,GAT,0.9,0.01,3,20,0.638533641250558
1638,factorization,HOPE_AA,GAT,0.9,0.01,4,2,0.6616691358024691
1639,factorization,HOPE_AA,GAT,0.9,0.01,4,5,0.7071508290816327
1640,factorization,HOPE_AA,GAT,0.9,0.01,7,2,0.6572397585856968
1641,factorization,HOPE_AA,GAT,0.9,0.2,2,5,0.7755664763997843
1642,factorization,HOPE_AA,GAT,0.9,0.2,2,20,0.7383536192364899
1643,factorization,HOPE_AA,GAT,0.9,0.2,2,40,0.6910014291996481
1644,factorization,HOPE_AA,GAT,0.9,0.2,3,2,0.8184
1645,factorization,HOPE_AA,GAT,0.9,0.2,3,5,0.7525076357073441
1646,factorization,HOPE_AA,GAT,0.9,0.2,3,20,0.6619727722772277
1647,factorization,HOPE_AA,GAT,0.9,0.2,4,2,0.75719
1648,factorization,HOPE_AA,GAT,0.9,0.2,4,5,0.7555394784268271
1649,factorization,HOPE_AA,GAT,0.9,0.5,2,5,0.7518863880302595
1650,factorization,HOPE_AA,GAT,0.9,0.5,2,20,0.7647115703837886
1651,factorization,HOPE_AA,GAT,0.9,0.5,2,40,0.7794352278331276
1652,factorization,HOPE_AA,GAT,0.9,0.5,3,5,0.7303359559579563
1653,factorization,HOPE_AA,GAT,0.9,0.5,3,20,0.7425680662951372
1654,factorization,HOPE_AA,GAT,0.9,0.5,4,5,0.7841217860492701
1655,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,2,5,0.2680629009230027
1656,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,2,20,0.5703024574669188
1657,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,2,40,0.4786274063475546
1658,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,3,2,0.475226206028935
1659,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,3,5,0.6292708837819682
1660,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,3,20,0.4330708661417322
1661,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,4,2,0.5140043090181595
1662,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,4,5,0.6092500631259995
1663,laplacian eigenmaps,LapEigen,SAGE,0.1,0.01,7,2,0.4998364353230833
1664,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,2,5,0.3870315313940355
1665,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,2,20,0.626925181701582
1666,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,2,40,0.5941637288135593
1667,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,3,2,0.5756389443299638
1668,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,3,5,0.5101480716253444
1669,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,3,20,0.434342613525883
1670,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,4,2,0.6414814814814814
1671,laplacian eigenmaps,LapEigen,SAGE,0.1,0.2,4,5,0.5817172859450728
1672,laplacian eigenmaps,LapEigen,SAGE,0.1,0.5,2,5,0.6022541678887107
1673,laplacian eigenmaps,LapEigen,SAGE,0.1,0.5,2,20,0.6187395407415075
1674,laplacian eigenmaps,LapEigen,SAGE,0.1,0.5,2,40,0.6864702482618222
1675,laplacian eigenmaps,LapEigen,SAGE,0.1,0.5,3,5,0.4776703816802673
1676,laplacian eigenmaps,LapEigen,SAGE,0.1,0.5,3,20,0.6458559770888325
1677,laplacian eigenmaps,LapEigen,SAGE,0.1,0.5,4,5,0.541985610402071
1678,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,2,5,0.6339035916824198
1679,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,2,20,0.5472814954597507
1680,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,2,40,0.4324431148862298
1681,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,3,2,0.5386404864283795
1682,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,3,5,0.5964317517849052
1683,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,3,20,0.5497175980975029
1684,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,4,2,0.6090617609244298
1685,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,4,5,0.4901519304565744
1686,laplacian eigenmaps,LapEigen,SAGE,0.5,0.01,7,2,0.4855334675771018
1687,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,2,5,0.6136319550593183
1688,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,2,20,0.4618016088214027
1689,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,2,40,0.6278031544957774
1690,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,3,2,0.4452495412764066
1691,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,3,5,0.5310059021626883
1692,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,3,20,0.5949797648345638
1693,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,4,2,0.6486887484462807
1694,laplacian eigenmaps,LapEigen,SAGE,0.5,0.2,4,5,0.5870281811484723
1695,laplacian eigenmaps,LapEigen,SAGE,0.5,0.5,2,5,0.3471550270911429
1696,laplacian eigenmaps,LapEigen,SAGE,0.5,0.5,2,20,0.6257489951619505
1697,laplacian eigenmaps,LapEigen,SAGE,0.5,0.5,2,40,0.6491237683280204
1698,laplacian eigenmaps,LapEigen,SAGE,0.5,0.5,3,5,0.6455169879677292
1699,laplacian eigenmaps,LapEigen,SAGE,0.5,0.5,3,20,0.6344339546622229
1700,laplacian eigenmaps,LapEigen,SAGE,0.5,0.5,4,5,0.4300400645932783
1701,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,2,5,0.4051242646572807
1702,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,2,20,0.532126913265306
1703,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,2,40,0.5610781640319598
1704,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,3,2,0.4839846503250058
1705,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,3,5,0.6278609690771852
1706,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,3,20,0.6631411438219255
1707,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,4,2,0.5690271604938272
1708,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,4,5,0.4919782366071429
1709,laplacian eigenmaps,LapEigen,SAGE,0.9,0.01,7,2,0.6116808203813493
1710,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,2,5,0.4566998701030018
1711,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,2,20,0.4366601388200297
1712,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,2,40,0.5672957343887423
1713,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,3,2,0.629804
1714,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,3,5,0.5992873339812115
1715,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,3,20,0.5633191831683169
1716,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,4,2,0.5973220000000001
1717,laplacian eigenmaps,LapEigen,SAGE,0.9,0.2,4,5,0.6204267699751842
1718,laplacian eigenmaps,LapEigen,SAGE,0.9,0.5,2,5,0.6216684018320768
1719,laplacian eigenmaps,LapEigen,SAGE,0.9,0.5,2,20,0.6022823602976964
1720,laplacian eigenmaps,LapEigen,SAGE,0.9,0.5,2,40,0.6285241854123623
1721,laplacian eigenmaps,LapEigen,SAGE,0.9,0.5,3,5,0.6280761581826211
1722,laplacian eigenmaps,LapEigen,SAGE,0.9,0.5,3,20,0.6513510116068061
1723,laplacian eigenmaps,LapEigen,SAGE,0.9,0.5,4,5,0.4218353644975487
1724,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,2,5,0.4415632729393312
1725,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,2,20,0.4176748582230624
1726,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,2,40,0.4276795005202913
1727,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,3,2,0.4010015967484395
1728,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,3,5,0.3768298208064491
1729,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,3,20,0.4628464256928514
1730,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,4,2,0.3781836718990459
1731,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,4,5,0.4083620907331032
1732,laplacian eigenmaps,LapEigen,GCN,0.1,0.01,7,2,0.2976877119884299
1733,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,2,5,0.4806751930649248
1734,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,2,20,0.3929522231722958
1735,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,2,40,0.4056240677966101
1736,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,3,2,0.4754543356719796
1737,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,3,5,0.4597371441689623
1738,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,3,20,0.4726556945053095
1739,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,4,2,0.356601127876848
1740,laplacian eigenmaps,LapEigen,GCN,0.1,0.2,4,5,0.4753041195476575
1741,laplacian eigenmaps,LapEigen,GCN,0.1,0.5,2,5,0.5411893506777312
1742,laplacian eigenmaps,LapEigen,GCN,0.1,0.5,2,20,0.5528246467574143
1743,laplacian eigenmaps,LapEigen,GCN,0.1,0.5,2,40,0.5439310422165864
1744,laplacian eigenmaps,LapEigen,GCN,0.1,0.5,3,5,0.4301364663664752
1745,laplacian eigenmaps,LapEigen,GCN,0.1,0.5,3,20,0.5290983040905405
1746,laplacian eigenmaps,LapEigen,GCN,0.1,0.5,4,5,0.531430172916286
1747,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,2,5,0.4829584120982987
1748,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,2,20,0.4672263350591119
1749,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,2,40,0.5297600595201191
1750,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,3,2,0.3728080489115829
1751,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,3,5,0.3663078629567717
1752,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,3,20,0.420202883472057
1753,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,4,2,0.4598101617434643
1754,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,4,5,0.4260415850888871
1755,laplacian eigenmaps,LapEigen,GCN,0.5,0.01,7,2,0.452868325031416
1756,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,2,5,0.4189087219993637
1757,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,2,20,0.5225746565437455
1758,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,2,40,0.5065273224043716
1759,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,3,2,0.4641062408200801
1760,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,3,5,0.493121782997781
1761,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,3,20,0.4536553641418284
1762,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,4,2,0.5308949423154357
1763,laplacian eigenmaps,LapEigen,GCN,0.5,0.2,4,5,0.4699256452196931
1764,laplacian eigenmaps,LapEigen,GCN,0.5,0.5,2,5,0.264701900731348
1765,laplacian eigenmaps,LapEigen,GCN,0.5,0.5,2,20,0.4009537500523773
1766,laplacian eigenmaps,LapEigen,GCN,0.5,0.5,2,40,0.4882400910236616
1767,laplacian eigenmaps,LapEigen,GCN,0.5,0.5,3,5,0.4748234482625246
1768,laplacian eigenmaps,LapEigen,GCN,0.5,0.5,3,20,0.3398576627160764
1769,laplacian eigenmaps,LapEigen,GCN,0.5,0.5,4,5,0.4764189409152004
1770,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,2,5,0.4279364135104766
1771,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,2,20,0.4433095503826531
1772,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,2,40,0.3688526153200739
1773,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,3,2,0.4346561986059989
1774,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,3,5,0.424042285528772
1775,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,3,20,0.4013468144151836
1776,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,4,2,0.397432098765432
1777,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,4,5,0.3639688297193877
1778,laplacian eigenmaps,LapEigen,GCN,0.9,0.01,7,2,0.4527230322775908
1779,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,2,5,0.4372034499014749
1780,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,2,20,0.5308383738225086
1781,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,2,40,0.3955887203166226
1782,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,3,2,0.4163519999999999
1783,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,3,5,0.3665284140867231
1784,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,3,20,0.5313923267326732
1785,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,4,2,0.395408
1786,laplacian eigenmaps,LapEigen,GCN,0.9,0.2,4,5,0.4498432479948968
1787,laplacian eigenmaps,LapEigen,GCN,0.9,0.5,2,5,0.553390985949995
1788,laplacian eigenmaps,LapEigen,GCN,0.9,0.5,2,20,0.4032921943342283
1789,laplacian eigenmaps,LapEigen,GCN,0.9,0.5,2,40,0.3598254950056245
1790,laplacian eigenmaps,LapEigen,GCN,0.9,0.5,3,5,0.5265915442112626
1791,laplacian eigenmaps,LapEigen,GCN,0.9,0.5,3,20,0.3381767548001766
1792,laplacian eigenmaps,LapEigen,GCN,0.9,0.5,4,5,0.488691341470883
1793,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,2,5,0.5341350117637597
1794,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,2,20,0.5648109640831759
1795,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,2,40,0.612301638917794
1796,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,3,2,0.5474105256366834
1797,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,3,5,0.7365448608789388
1798,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,3,20,0.5645731291462582
1799,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,4,2,0.5622499230532472
1800,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,4,5,0.5439672586482619
1801,laplacian eigenmaps,LapEigen,GAT,0.1,0.01,7,2,0.4967459237960778
1802,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,2,5,0.6847275724184243
1803,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,2,20,0.5689433518597692
1804,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,2,40,0.4913216949152542
1805,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,3,2,0.5078640859239947
1806,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,3,5,0.4967263544536272
1807,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,3,20,0.7044220460923647
1808,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,4,2,0.6520804755372658
1809,laplacian eigenmaps,LapEigen,GAT,0.1,0.2,4,5,0.6068699515347334
1810,laplacian eigenmaps,LapEigen,GAT,0.1,0.5,2,5,0.6911463634847518
