,type of loss,loss,conv,fa,cl,asp,ad,acc lp
721,factorization,GraphFactorization,GAT,0.5,0.2,2,20,0.7047517172812726
722,factorization,GraphFactorization,SAGE,0.5,0.2,2,40,0.6297829110779931
723,factorization,GraphFactorization,GCN,0.5,0.2,2,40,0.6583808991554894
724,factorization,GraphFactorization,GAT,0.5,0.2,2,40,0.685886612021858
725,factorization,GraphFactorization,SAGE,0.5,0.2,3,2,0.6150644392240271
726,factorization,GraphFactorization,GCN,0.5,0.2,3,2,0.6779280948043287
727,factorization,GraphFactorization,GAT,0.5,0.2,3,2,0.6903016461748336
728,factorization,GraphFactorization,SAGE,0.5,0.2,3,5,0.6578120744928966
729,factorization,GraphFactorization,GCN,0.5,0.2,3,5,0.7346857887031149
730,factorization,GraphFactorization,GAT,0.5,0.2,3,5,0.8125328609446157
731,factorization,GraphFactorization,SAGE,0.5,0.2,3,20,0.6154953513809134
732,factorization,GraphFactorization,GCN,0.5,0.2,3,20,0.6810451645246558
733,factorization,GraphFactorization,GAT,0.5,0.2,3,20,0.7102797374897456
734,factorization,GraphFactorization,SAGE,0.5,0.2,4,2,0.5906540501741916
735,factorization,GraphFactorization,GCN,0.5,0.2,4,2,0.7307054323278653
736,factorization,GraphFactorization,GAT,0.5,0.2,4,2,0.7326727473258521
737,factorization,GraphFactorization,SAGE,0.5,0.2,4,5,0.6379527775349922
738,factorization,GraphFactorization,GCN,0.5,0.2,4,5,0.7074348537252306
739,factorization,GraphFactorization,GAT,0.5,0.2,4,5,0.7568392663162232
740,factorization,GraphFactorization,SAGE,0.5,0.5,2,5,0.6620392007709937
741,factorization,GraphFactorization,GCN,0.5,0.5,2,5,0.7241344855261419
742,factorization,GraphFactorization,GAT,0.5,0.5,2,5,0.7693094901192268
743,factorization,GraphFactorization,SAGE,0.5,0.5,2,20,0.6629481481003967
744,factorization,GraphFactorization,GCN,0.5,0.5,2,20,0.8040573861640166
745,factorization,GraphFactorization,GAT,0.5,0.5,2,20,0.7683731454412425
746,factorization,GraphFactorization,SAGE,0.5,0.5,2,40,0.6670948173886138
747,factorization,GraphFactorization,GCN,0.5,0.5,2,40,0.7485342418509003
748,factorization,GraphFactorization,GAT,0.5,0.5,2,40,0.8162153624991539
749,factorization,GraphFactorization,SAGE,0.5,0.5,3,5,0.6486467321409578
750,factorization,GraphFactorization,GCN,0.5,0.5,3,5,0.7828179945785482
751,factorization,GraphFactorization,GAT,0.5,0.5,3,5,0.7665600856086563
752,factorization,GraphFactorization,SAGE,0.5,0.5,3,20,0.6418940915200371
753,factorization,GraphFactorization,GCN,0.5,0.5,3,20,0.7406534751119263
754,factorization,GraphFactorization,GAT,0.5,0.5,3,20,0.832160619373471
755,factorization,GraphFactorization,SAGE,0.5,0.5,4,5,0.6422969937050562
756,factorization,GraphFactorization,GCN,0.5,0.5,4,5,0.730539018659206
757,factorization,GraphFactorization,GAT,0.5,0.5,4,5,0.7788050888157576
758,factorization,GraphFactorization,SAGE,0.9,0.01,2,5,0.5721296847114812
759,factorization,GraphFactorization,GCN,0.9,0.01,2,5,0.6199021746315024
760,factorization,GraphFactorization,GAT,0.9,0.01,2,5,0.6754329433538238
761,factorization,GraphFactorization,SAGE,0.9,0.01,2,20,0.6365294164540817
762,factorization,GraphFactorization,GCN,0.9,0.01,2,20,0.5743582589285714
763,factorization,GraphFactorization,GAT,0.9,0.01,2,20,0.6653579400510206
764,factorization,GraphFactorization,SAGE,0.9,0.01,2,40,0.5866020861539635
765,factorization,GraphFactorization,GCN,0.9,0.01,2,40,0.6815087431589787
766,factorization,GraphFactorization,GAT,0.9,0.01,2,40,0.7224881295169809
767,factorization,GraphFactorization,SAGE,0.9,0.01,3,2,0.5882606312162268
768,factorization,GraphFactorization,GCN,0.9,0.01,3,2,0.6951209961625813
769,factorization,GraphFactorization,GAT,0.9,0.01,3,2,0.6365220455791369
770,factorization,GraphFactorization,SAGE,0.9,0.01,3,5,0.605693531369207
771,factorization,GraphFactorization,GCN,0.9,0.01,3,5,0.65972729486243
772,factorization,GraphFactorization,GAT,0.9,0.01,3,5,0.6793989935881828
773,factorization,GraphFactorization,SAGE,0.9,0.01,3,20,0.5906188748083603
774,factorization,GraphFactorization,GCN,0.9,0.01,3,20,0.634021618894215
775,factorization,GraphFactorization,GAT,0.9,0.01,3,20,0.6541656154786625
776,factorization,GraphFactorization,SAGE,0.9,0.01,4,2,0.6178567901234567
777,factorization,GraphFactorization,GCN,0.9,0.01,4,2,0.686637037037037
778,factorization,GraphFactorization,GAT,0.9,0.01,4,2,0.6810074074074074
779,factorization,GraphFactorization,SAGE,0.9,0.01,4,5,0.652961575255102
780,factorization,GraphFactorization,GCN,0.9,0.01,4,5,0.6489158163265306
781,factorization,GraphFactorization,GAT,0.9,0.01,4,5,0.6609833386479592
782,factorization,GraphFactorization,SAGE,0.9,0.01,7,2,0.5967882639890331
783,factorization,GraphFactorization,GCN,0.9,0.01,7,2,0.602173796934252
784,factorization,GraphFactorization,GAT,0.9,0.01,7,2,0.6871851021025833
785,factorization,GraphFactorization,SAGE,0.9,0.2,2,5,0.5951894020329049
786,factorization,GraphFactorization,GCN,0.9,0.2,2,5,0.7554985772378403
787,factorization,GraphFactorization,GAT,0.9,0.2,2,5,0.8476949218074336
788,factorization,GraphFactorization,SAGE,0.9,0.2,2,20,0.6046093207734258
789,factorization,GraphFactorization,GCN,0.9,0.2,2,20,0.6977617749132375
790,factorization,GraphFactorization,GAT,0.9,0.2,2,20,0.6825136341100645
791,factorization,GraphFactorization,SAGE,0.9,0.2,2,40,0.6559017150395778
792,factorization,GraphFactorization,GCN,0.9,0.2,2,40,0.6892885883905013
793,factorization,GraphFactorization,GAT,0.9,0.2,2,40,0.7303541116974495
794,factorization,GraphFactorization,SAGE,0.9,0.2,3,2,0.641124
795,factorization,GraphFactorization,GCN,0.9,0.2,3,2,0.70778
796,factorization,GraphFactorization,GAT,0.9,0.2,3,2,0.778784
797,factorization,GraphFactorization,SAGE,0.9,0.2,3,5,0.6635140450738118
798,factorization,GraphFactorization,GCN,0.9,0.2,3,5,0.7053021889027719
799,factorization,GraphFactorization,GAT,0.9,0.2,3,5,0.7716692119024481
800,factorization,GraphFactorization,SAGE,0.9,0.2,3,20,0.5668564356435644
801,factorization,GraphFactorization,GCN,0.9,0.2,3,20,0.6644798267326733
802,factorization,GraphFactorization,GAT,0.9,0.2,3,20,0.660903094059406
803,factorization,GraphFactorization,SAGE,0.9,0.2,4,2,0.5672159999999999
804,factorization,GraphFactorization,GCN,0.9,0.2,4,2,0.732774
805,factorization,GraphFactorization,GAT,0.9,0.2,4,2,0.7420860000000001
806,factorization,GraphFactorization,SAGE,0.9,0.2,4,5,0.5911300924953519
807,factorization,GraphFactorization,GCN,0.9,0.2,4,5,0.707720392800558
808,factorization,GraphFactorization,GAT,0.9,0.2,4,5,0.7542546046711838
809,factorization,GraphFactorization,SAGE,0.9,0.5,2,5,0.6831448288310358
810,factorization,GraphFactorization,GCN,0.9,0.5,2,5,0.7481796879280835
811,factorization,GraphFactorization,GAT,0.9,0.5,2,5,0.7468775080661016
812,factorization,GraphFactorization,SAGE,0.9,0.5,2,20,0.6064612617607148
813,factorization,GraphFactorization,GCN,0.9,0.5,2,20,0.7727760605191316
814,factorization,GraphFactorization,GAT,0.9,0.5,2,20,0.7455995023352211
815,factorization,GraphFactorization,SAGE,0.9,0.5,2,40,0.6286498908940883
816,factorization,GraphFactorization,GCN,0.9,0.5,2,40,0.7270160419533986
817,factorization,GraphFactorization,GAT,0.9,0.5,2,40,0.7439169828105812
818,factorization,GraphFactorization,SAGE,0.9,0.5,3,5,0.6662003745378713
819,factorization,GraphFactorization,GCN,0.9,0.5,3,5,0.7197670258405346
820,factorization,GraphFactorization,GAT,0.9,0.5,3,5,0.817079184783835
821,factorization,GraphFactorization,SAGE,0.9,0.5,3,20,0.660131056022743
822,factorization,GraphFactorization,GCN,0.9,0.5,3,20,0.789575470025689
823,factorization,GraphFactorization,GAT,0.9,0.5,3,20,0.7759396484759017
824,factorization,GraphFactorization,SAGE,0.9,0.5,4,5,0.6669127056009849
825,factorization,GraphFactorization,GCN,0.9,0.5,4,5,0.7151691061050963
826,factorization,GraphFactorization,GAT,0.9,0.5,4,5,0.6994752601942311
827,factorization,HOPE_CN,SAGE,0.1,0.01,2,5,0.6134448712019144
828,factorization,HOPE_CN,SAGE,0.1,0.01,2,20,0.6018809073724007
829,factorization,HOPE_CN,SAGE,0.1,0.01,2,40,0.5626544614984391
830,factorization,HOPE_CN,SAGE,0.1,0.01,3,2,0.5360155481363205
831,factorization,HOPE_CN,SAGE,0.1,0.01,3,5,0.4611226546266931
832,factorization,HOPE_CN,SAGE,0.1,0.01,3,20,0.5885516771033542
833,factorization,HOPE_CN,SAGE,0.1,0.01,4,2,0.4518698060941828
834,factorization,HOPE_CN,SAGE,0.1,0.01,4,5,0.5207894958336841
835,factorization,HOPE_CN,SAGE,0.1,0.01,7,2,0.5243883541950035
836,factorization,HOPE_CN,SAGE,0.1,0.2,2,5,0.6877989072372638
837,factorization,HOPE_CN,SAGE,0.1,0.2,2,20,0.6899272124839675
838,factorization,HOPE_CN,SAGE,0.1,0.2,2,40,0.7029227118644068
839,factorization,HOPE_CN,SAGE,0.1,0.2,3,2,0.6681254529187195
840,factorization,HOPE_CN,SAGE,0.1,0.2,3,5,0.7116620752984388
841,factorization,HOPE_CN,SAGE,0.1,0.2,3,20,0.5652902611668491
842,factorization,HOPE_CN,SAGE,0.1,0.2,4,2,0.7038195397043133
843,factorization,HOPE_CN,SAGE,0.1,0.2,4,5,0.6873687399030695
844,factorization,HOPE_CN,SAGE,0.1,0.5,2,5,0.720699699233419
845,factorization,HOPE_CN,SAGE,0.1,0.5,2,20,0.6200313130790331
846,factorization,HOPE_CN,SAGE,0.1,0.5,2,40,0.7710515041204447
847,factorization,HOPE_CN,SAGE,0.1,0.5,3,5,0.7454504022681135
848,factorization,HOPE_CN,SAGE,0.1,0.5,3,20,0.6280234804961785
849,factorization,HOPE_CN,SAGE,0.1,0.5,4,5,0.7416403495362344
850,factorization,HOPE_CN,SAGE,0.5,0.01,2,5,0.5764083175803403
851,factorization,HOPE_CN,SAGE,0.5,0.01,2,20,0.6741665457008759
852,factorization,HOPE_CN,SAGE,0.5,0.01,2,40,0.5230097960195921
853,factorization,HOPE_CN,SAGE,0.5,0.01,3,2,0.6444168234345606
854,factorization,HOPE_CN,SAGE,0.5,0.01,3,5,0.559062006905279
855,factorization,HOPE_CN,SAGE,0.5,0.01,3,20,0.5850364149821641
856,factorization,HOPE_CN,SAGE,0.5,0.01,4,2,0.5952603926921795
857,factorization,HOPE_CN,SAGE,0.5,0.01,4,5,0.58629297517425
858,factorization,HOPE_CN,SAGE,0.5,0.01,7,2,0.5744901512513437
859,factorization,HOPE_CN,SAGE,0.5,0.2,2,5,0.6314332601391982
860,factorization,HOPE_CN,SAGE,0.5,0.2,2,20,0.603886478669559
861,factorization,HOPE_CN,SAGE,0.5,0.2,2,40,0.6775152757078986
862,factorization,HOPE_CN,SAGE,0.5,0.2,3,2,0.6012438927654604
863,factorization,HOPE_CN,SAGE,0.5,0.2,3,5,0.6800307915476932
864,factorization,HOPE_CN,SAGE,0.5,0.2,3,20,0.6897371251481178
865,factorization,HOPE_CN,SAGE,0.5,0.2,4,2,0.6811986834964373
866,factorization,HOPE_CN,SAGE,0.5,0.2,4,5,0.5511524678794841
867,factorization,HOPE_CN,SAGE,0.5,0.5,2,5,0.6096458006311061
868,factorization,HOPE_CN,SAGE,0.5,0.5,2,20,0.7014156371172832
869,factorization,HOPE_CN,SAGE,0.5,0.5,2,40,0.6713816966372173
870,factorization,HOPE_CN,SAGE,0.5,0.5,3,5,0.6974639724866156
871,factorization,HOPE_CN,SAGE,0.5,0.5,3,20,0.6209431778990424
872,factorization,HOPE_CN,SAGE,0.5,0.5,4,5,0.6656459811312849
873,factorization,HOPE_CN,SAGE,0.9,0.01,2,5,0.6424086192081433
874,factorization,HOPE_CN,SAGE,0.9,0.01,2,20,0.5916772959183674
875,factorization,HOPE_CN,SAGE,0.9,0.01,2,40,0.5382620468717225
876,factorization,HOPE_CN,SAGE,0.9,0.01,3,2,0.522026000469888
877,factorization,HOPE_CN,SAGE,0.9,0.01,3,5,0.5703067932797663
878,factorization,HOPE_CN,SAGE,0.9,0.01,3,20,0.5938403617380503
879,factorization,HOPE_CN,SAGE,0.9,0.01,4,2,0.5401876543209876
880,factorization,HOPE_CN,SAGE,0.9,0.01,4,5,0.5293765943877552
881,factorization,HOPE_CN,SAGE,0.9,0.01,7,2,0.5770353753849988
882,factorization,HOPE_CN,SAGE,0.9,0.2,2,5,0.6117351593527535
883,factorization,HOPE_CN,SAGE,0.9,0.2,2,20,0.6864146008924146
884,factorization,HOPE_CN,SAGE,0.9,0.2,2,40,0.684585312225154
885,factorization,HOPE_CN,SAGE,0.9,0.2,3,2,0.6733819999999999
886,factorization,HOPE_CN,SAGE,0.9,0.2,3,5,0.6847812254153361
887,factorization,HOPE_CN,SAGE,0.9,0.2,3,20,0.6639642326732673
888,factorization,HOPE_CN,SAGE,0.9,0.2,4,2,0.672486
889,factorization,HOPE_CN,SAGE,0.9,0.2,4,5,0.5904312560127165
890,factorization,HOPE_CN,SAGE,0.9,0.5,2,5,0.6932496156313155
891,factorization,HOPE_CN,SAGE,0.9,0.5,2,20,0.6347885085850398
892,factorization,HOPE_CN,SAGE,0.9,0.5,2,40,0.6818233096641729
893,factorization,HOPE_CN,SAGE,0.9,0.5,3,5,0.714761369093857
894,factorization,HOPE_CN,SAGE,0.9,0.5,3,20,0.6499924254389217
895,factorization,HOPE_CN,SAGE,0.9,0.5,4,5,0.7110063207294787
896,factorization,HOPE_CN,GCN,0.1,0.01,2,5,0.625892336463633
897,factorization,HOPE_CN,GCN,0.1,0.01,2,20,0.6002646502835538
898,factorization,HOPE_CN,GCN,0.1,0.01,2,40,0.6109846514047867
899,factorization,HOPE_CN,GCN,0.1,0.01,3,2,0.6626667311817551
900,factorization,HOPE_CN,GCN,0.1,0.01,3,5,0.6528769391804279
901,factorization,HOPE_CN,GCN,0.1,0.01,3,20,0.5854206708413416
902,factorization,HOPE_CN,GCN,0.1,0.01,4,2,0.6446310403200985
903,factorization,HOPE_CN,GCN,0.1,0.01,4,5,0.6949120444407036
904,factorization,HOPE_CN,GCN,0.1,0.01,7,2,0.7233002186601472
905,factorization,HOPE_CN,GCN,0.1,0.2,2,5,0.6907432618051952
906,factorization,HOPE_CN,GCN,0.1,0.2,2,20,0.654395361265498
907,factorization,HOPE_CN,GCN,0.1,0.2,2,40,0.7423884745762712
908,factorization,HOPE_CN,GCN,0.1,0.2,3,2,0.7270058985704975
909,factorization,HOPE_CN,GCN,0.1,0.2,3,5,0.6857460973370064
910,factorization,HOPE_CN,GCN,0.1,0.2,3,20,0.6590566766017837
911,factorization,HOPE_CN,GCN,0.1,0.2,4,2,0.7876421277244323
912,factorization,HOPE_CN,GCN,0.1,0.2,4,5,0.6953194668820677
913,factorization,HOPE_CN,GCN,0.1,0.5,2,5,0.7976014871555992
914,factorization,HOPE_CN,GCN,0.1,0.5,2,20,0.7589956811529194
915,factorization,HOPE_CN,GCN,0.1,0.5,2,40,0.8157193669524812
916,factorization,HOPE_CN,GCN,0.1,0.5,3,5,0.7636099753290894
917,factorization,HOPE_CN,GCN,0.1,0.5,3,20,0.7473280368510946
918,factorization,HOPE_CN,GCN,0.1,0.5,4,5,0.7684508873253966
919,factorization,HOPE_CN,GCN,0.5,0.01,2,5,0.7129489603024574
920,factorization,HOPE_CN,GCN,0.5,0.01,2,20,0.6566184416380381
921,factorization,HOPE_CN,GCN,0.5,0.01,2,40,0.6581933163866327
922,factorization,HOPE_CN,GCN,0.5,0.01,3,2,0.6739283794678851
923,factorization,HOPE_CN,GCN,0.5,0.01,3,5,0.7049399303222985
924,factorization,HOPE_CN,GCN,0.5,0.01,3,20,0.6974583828775268
925,factorization,HOPE_CN,GCN,0.5,0.01,4,2,0.6215218806050697
926,factorization,HOPE_CN,GCN,0.5,0.01,4,5,0.6205850105724802
927,factorization,HOPE_CN,GCN,0.5,0.01,7,2,0.6073596875047313
928,factorization,HOPE_CN,GCN,0.5,0.2,2,5,0.8085239484485689
929,factorization,HOPE_CN,GCN,0.5,0.2,2,20,0.6921682031814895
930,factorization,HOPE_CN,GCN,0.5,0.2,2,40,0.6510756333830104
931,factorization,HOPE_CN,GCN,0.5,0.2,3,2,0.671691197301267
932,factorization,HOPE_CN,GCN,0.5,0.2,3,5,0.7510818834073463
933,factorization,HOPE_CN,GCN,0.5,0.2,3,20,0.7048890256129796
934,factorization,HOPE_CN,GCN,0.5,0.2,4,2,0.7900421911381104
935,factorization,HOPE_CN,GCN,0.5,0.2,4,5,0.6859681104770943
936,factorization,HOPE_CN,GCN,0.5,0.5,2,5,0.7490983049099271
937,factorization,HOPE_CN,GCN,0.5,0.5,2,20,0.7666068222621184
938,factorization,HOPE_CN,GCN,0.5,0.5,2,40,0.7354109118804573
939,factorization,HOPE_CN,GCN,0.5,0.5,3,5,0.8065843886684566
940,factorization,HOPE_CN,GCN,0.5,0.5,3,20,0.7461716234379482
941,factorization,HOPE_CN,GCN,0.5,0.5,4,5,0.7222489033002524
942,factorization,HOPE_CN,GCN,0.9,0.01,2,5,0.5951483905082954
943,factorization,HOPE_CN,GCN,0.9,0.01,2,20,0.6844308035714287
944,factorization,HOPE_CN,GCN,0.9,0.01,2,40,0.5815106500638814
945,factorization,HOPE_CN,GCN,0.9,0.01,3,2,0.7019147936408489
946,factorization,HOPE_CN,GCN,0.9,0.01,3,5,0.6098328057787517
947,factorization,HOPE_CN,GCN,0.9,0.01,3,20,0.6223097673154923
948,factorization,HOPE_CN,GCN,0.9,0.01,4,2,0.6499753086419752
949,factorization,HOPE_CN,GCN,0.9,0.01,4,5,0.6310985331632653
950,factorization,HOPE_CN,GCN,0.9,0.01,7,2,0.6240541935943313
951,factorization,HOPE_CN,GCN,0.9,0.2,2,5,0.7164972579184599
952,factorization,HOPE_CN,GCN,0.9,0.2,2,20,0.7189426127912741
953,factorization,HOPE_CN,GCN,0.9,0.2,2,40,0.7206126868953386
954,factorization,HOPE_CN,GCN,0.9,0.2,3,2,0.756042
955,factorization,HOPE_CN,GCN,0.9,0.2,3,5,0.7216770211485954
956,factorization,HOPE_CN,GCN,0.9,0.2,3,20,0.6764080445544556
957,factorization,HOPE_CN,GCN,0.9,0.2,4,2,0.7425959999999999
958,factorization,HOPE_CN,GCN,0.9,0.2,4,5,0.706986549666659
959,factorization,HOPE_CN,GCN,0.9,0.5,2,5,0.7774561723003137
960,factorization,HOPE_CN,GCN,0.9,0.5,2,20,0.7578864073695645
961,factorization,HOPE_CN,GCN,0.9,0.5,2,40,0.7382715173940932
962,factorization,HOPE_CN,GCN,0.9,0.5,3,5,0.7341989821079197
963,factorization,HOPE_CN,GCN,0.9,0.5,3,20,0.7393609649023849
964,factorization,HOPE_CN,GCN,0.9,0.5,4,5,0.7062101731190109
965,factorization,HOPE_CN,GAT,0.1,0.01,2,5,0.6660298819602244
966,factorization,HOPE_CN,GAT,0.1,0.01,2,20,0.6686483931947069
967,factorization,HOPE_CN,GAT,0.1,0.01,2,40,0.6488277185223725
968,factorization,HOPE_CN,GAT,0.1,0.01,3,2,0.7332301091917872
969,factorization,HOPE_CN,GAT,0.1,0.01,3,5,0.7016200846755926
970,factorization,HOPE_CN,GAT,0.1,0.01,3,20,0.7029264058528117
971,factorization,HOPE_CN,GAT,0.1,0.01,4,2,0.7010233918128655
972,factorization,HOPE_CN,GAT,0.1,0.01,4,5,0.6918504334651965
973,factorization,HOPE_CN,GAT,0.1,0.01,7,2,0.699368123827069
974,factorization,HOPE_CN,GAT,0.1,0.2,2,5,0.7262849119379751
975,factorization,HOPE_CN,GAT,0.1,0.2,2,20,0.6655410431808465
976,factorization,HOPE_CN,GAT,0.1,0.2,2,40,0.7693813559322034
977,factorization,HOPE_CN,GAT,0.1,0.2,3,2,0.685096494459716
978,factorization,HOPE_CN,GAT,0.1,0.2,3,5,0.7367424242424243
979,factorization,HOPE_CN,GAT,0.1,0.2,3,20,0.7909736511409907
980,factorization,HOPE_CN,GAT,0.1,0.2,4,2,0.8258710562414265
981,factorization,HOPE_CN,GAT,0.1,0.2,4,5,0.708078352180937
982,factorization,HOPE_CN,GAT,0.1,0.5,2,5,0.7682221129571163
983,factorization,HOPE_CN,GAT,0.1,0.5,2,20,0.7845105210795393
984,factorization,HOPE_CN,GAT,0.1,0.5,2,40,0.8094589076939886
985,factorization,HOPE_CN,GAT,0.1,0.5,3,5,0.8262634496719172
986,factorization,HOPE_CN,GAT,0.1,0.5,3,20,0.7650620510785617
987,factorization,HOPE_CN,GAT,0.1,0.5,4,5,0.7483989117695675
988,factorization,HOPE_CN,GAT,0.5,0.01,2,5,0.6941776937618149
989,factorization,HOPE_CN,GAT,0.5,0.01,2,20,0.7175690714665892
990,factorization,HOPE_CN,GAT,0.5,0.01,2,40,0.7217976935953873
991,factorization,HOPE_CN,GAT,0.5,0.01,3,2,0.7052875571083042
992,factorization,HOPE_CN,GAT,0.5,0.01,3,5,0.7131497133215642
993,factorization,HOPE_CN,GAT,0.5,0.01,3,20,0.6483074464922711
994,factorization,HOPE_CN,GAT,0.5,0.01,4,2,0.6702274567070364
995,factorization,HOPE_CN,GAT,0.5,0.01,4,5,0.6999667162659566
996,factorization,HOPE_CN,GAT,0.5,0.01,7,2,0.7409877515178125
997,factorization,HOPE_CN,GAT,0.5,0.2,2,5,0.7806911026450758
998,factorization,HOPE_CN,GAT,0.5,0.2,2,20,0.671935014461316
999,factorization,HOPE_CN,GAT,0.5,0.2,2,40,0.6581780923994038
1000,factorization,HOPE_CN,GAT,0.5,0.2,3,2,0.712028364590461
1001,factorization,HOPE_CN,GAT,0.5,0.2,3,5,0.7574343252957149
1002,factorization,HOPE_CN,GAT,0.5,0.2,3,20,0.6674110381915961
1003,factorization,HOPE_CN,GAT,0.5,0.2,4,2,0.7641869890233015
1004,factorization,HOPE_CN,GAT,0.5,0.2,4,5,0.773089937444593
1005,factorization,HOPE_CN,GAT,0.5,0.5,2,5,0.7872805391798201
1006,factorization,HOPE_CN,GAT,0.5,0.5,2,20,0.8057286244274761
1007,factorization,HOPE_CN,GAT,0.5,0.5,2,40,0.7914739451214992
1008,factorization,HOPE_CN,GAT,0.5,0.5,3,5,0.7655302676237473
1009,factorization,HOPE_CN,GAT,0.5,0.5,3,20,0.8109163929617823
1010,factorization,HOPE_CN,GAT,0.5,0.5,4,5,0.7504939580788335
1011,factorization,HOPE_CN,GAT,0.9,0.01,2,5,0.6921640557868993
1012,factorization,HOPE_CN,GAT,0.9,0.01,2,20,0.6947943239795918
1013,factorization,HOPE_CN,GAT,0.9,0.01,2,40,0.6775423809614616
1014,factorization,HOPE_CN,GAT,0.9,0.01,3,2,0.6662620408802568
1015,factorization,HOPE_CN,GAT,0.9,0.01,3,5,0.7129291453615778
1016,factorization,HOPE_CN,GAT,0.9,0.01,3,20,0.6879912282404084
1017,factorization,HOPE_CN,GAT,0.9,0.01,4,2,0.6740246913580247
1018,factorization,HOPE_CN,GAT,0.9,0.01,4,5,0.686702806122449
1019,factorization,HOPE_CN,GAT,0.9,0.01,7,2,0.6926062418771919
1020,factorization,HOPE_CN,GAT,0.9,0.2,2,5,0.7597397311844367
1021,factorization,HOPE_CN,GAT,0.9,0.2,2,20,0.6920294992563213
1022,factorization,HOPE_CN,GAT,0.9,0.2,2,40,0.6799816402814425
1023,factorization,HOPE_CN,GAT,0.9,0.2,3,2,0.7655739999999999
1024,factorization,HOPE_CN,GAT,0.9,0.2,3,5,0.7586451247165532
1025,factorization,HOPE_CN,GAT,0.9,0.2,3,20,0.6345839108910891
1026,factorization,HOPE_CN,GAT,0.9,0.2,4,2,0.819754
1027,factorization,HOPE_CN,GAT,0.9,0.2,4,5,0.7427905746536286
1028,factorization,HOPE_CN,GAT,0.9,0.5,2,5,0.8165892557268517
1029,factorization,HOPE_CN,GAT,0.9,0.5,2,20,0.7829807670612958
1030,factorization,HOPE_CN,GAT,0.9,0.5,2,40,0.7980493087810114
1031,factorization,HOPE_CN,GAT,0.9,0.5,3,5,0.8097141328416853
1032,factorization,HOPE_CN,GAT,0.9,0.5,3,20,0.7656656427579137
1033,factorization,HOPE_CN,GAT,0.9,0.5,4,5,0.7722071626338844
1034,factorization,HOPE_Katz,SAGE,0.1,0.01,2,5,0.5539423676325684
1035,factorization,HOPE_Katz,SAGE,0.1,0.01,2,20,0.518015122873346
1036,factorization,HOPE_Katz,SAGE,0.1,0.01,2,40,0.561435028616025
1037,factorization,HOPE_Katz,SAGE,0.1,0.01,3,2,0.5093304946694408
1038,factorization,HOPE_Katz,SAGE,0.1,0.01,3,5,0.5783093002546517
1039,factorization,HOPE_Katz,SAGE,0.1,0.01,3,20,0.5912796825593651
1040,factorization,HOPE_Katz,SAGE,0.1,0.01,4,2,0.5417243767313019
1041,factorization,HOPE_Katz,SAGE,0.1,0.01,4,5,0.4840712061274303
1042,factorization,HOPE_Katz,SAGE,0.1,0.01,7,2,0.620220037533789
1043,factorization,HOPE_Katz,SAGE,0.1,0.2,2,5,0.6252928787277556
1044,factorization,HOPE_Katz,SAGE,0.1,0.2,2,20,0.6275397605814451
1045,factorization,HOPE_Katz,SAGE,0.1,0.2,2,40,0.6222938983050847
1046,factorization,HOPE_Katz,SAGE,0.1,0.2,3,2,0.5866142529219582
1047,factorization,HOPE_Katz,SAGE,0.1,0.2,3,5,0.6464841597796143
1048,factorization,HOPE_Katz,SAGE,0.1,0.2,3,20,0.5332995713485542
1049,factorization,HOPE_Katz,SAGE,0.1,0.2,4,2,0.5959548849260783
1050,factorization,HOPE_Katz,SAGE,0.1,0.2,4,5,0.6605205977382875
1051,factorization,HOPE_Katz,SAGE,0.1,0.5,2,5,0.6693149077860014
1052,factorization,HOPE_Katz,SAGE,0.1,0.5,2,20,0.6224006406385683
1053,factorization,HOPE_Katz,SAGE,0.1,0.5,2,40,0.6841217673343339
1054,factorization,HOPE_Katz,SAGE,0.1,0.5,3,5,0.674305879037777
1055,factorization,HOPE_Katz,SAGE,0.1,0.5,3,20,0.6754402233608796
1056,factorization,HOPE_Katz,SAGE,0.1,0.5,4,5,0.6659420911274918
1057,factorization,HOPE_Katz,SAGE,0.5,0.01,2,5,0.5433081285444235
1058,factorization,HOPE_Katz,SAGE,0.5,0.01,2,20,0.5565232818825503
1059,factorization,HOPE_Katz,SAGE,0.5,0.01,2,40,0.6296112592225184
1060,factorization,HOPE_Katz,SAGE,0.5,0.01,3,2,0.5748958613276001
1061,factorization,HOPE_Katz,SAGE,0.5,0.01,3,5,0.6007748910309487
1062,factorization,HOPE_Katz,SAGE,0.5,0.01,3,20,0.6077586206896551
1063,factorization,HOPE_Katz,SAGE,0.5,0.01,4,2,0.4974206758622878
1064,factorization,HOPE_Katz,SAGE,0.5,0.01,4,5,0.5015662933667476
1065,factorization,HOPE_Katz,SAGE,0.5,0.01,7,2,0.5503792638798468
1066,factorization,HOPE_Katz,SAGE,0.5,0.2,2,5,0.6064179359253885
1067,factorization,HOPE_Katz,SAGE,0.5,0.2,2,20,0.6505414859002169
1068,factorization,HOPE_Katz,SAGE,0.5,0.2,2,40,0.5985979880774963
1069,factorization,HOPE_Katz,SAGE,0.5,0.2,3,2,0.628632197384077
1070,factorization,HOPE_Katz,SAGE,0.5,0.2,3,5,0.6507949989349683
1071,factorization,HOPE_Katz,SAGE,0.5,0.2,3,20,0.6732997903563941
1072,factorization,HOPE_Katz,SAGE,0.5,0.2,4,2,0.5844785630503668
1073,factorization,HOPE_Katz,SAGE,0.5,0.2,4,5,0.6289097129443494
